name,rating,text,resp,gmap_id
V,1,Sin Dato,Sin Dato,0X808E3335C026F8870Xa94F28Ee392C05B
Chio Moreno,1,Sin Dato,Sin Dato,0X808E3350Dee6C5A50X211778Dc117C97F
Super Yemeni,1,The Attract You With A Sign Saying 29 For 60 Mins Massage When You Get It Their Massage Is 70,Sin Dato,0X808F77A1A16F0F3D0X2E34A967A4F9521
Luciano G,1,Sin Dato,Sin Dato,0X808F79964100D1190X3E873361F2982E8
Lyle Lyddon,1,Sin Dato,Sin Dato,0X808F79A9E5E57B870X4B3E8D94A6A0677
Dongxu Peng,1,Worst Tmobile Ever Made Me Wait There Was No Other Customers There This James Guy Did Not Know What He Was Doing  Tried To Sell Me A 140 Plan Instead Of The 100 One I Intended If I Could I Would Give Them Negative 5 Stars Do Not Go There,Sin Dato,0X808F7Bed43F9Df470Xf6F3169927950E5
Amer Ahmed,1,Gico Insurance Has Sent Me To Pick Up A Rental Car But The Person Who Was There Made Me Feel Bad,Time 1539625540689 Text Amer Ahmed We Would Like To Look Into This Further Please Email Careenterprisecom With Your Contact Information Your Reservation Or Rental Agreement Number And All The Details Of Your Experience Thankschristopher,0X808F7C15E0E22A0F0Xac464Bfbf8Edb6C
Dan V Sousanis,1,Sin Dato,Time 1578068042040 Text Hi Dan Thanks For Taking The Time To Share Your Feedback Would You Mind Sharing More Information With Us Regarding Your Experience At Wwwnbclistenssmgcom So We Can Make Sure Your Concern Is Properly Addressed,0X808F7C5C7F58D5490Xab0B2De0814Ad13
Markphillip Pebworth,1,They Dont Follow Posted Hours I Dont Who Was Opening This Sunday At 10 Am But They Just Didnt Show Up Ive Been Waiting For 15 Minutes Theres Now Several Other People Waiting And You Know What Fedex Is Across The Parking Lot,Sin Dato,0X808F7D9E508E64C50Xebbe9E2Ad3Ee45F
Xx_Leole_ Xx,1,So This Was My First Time At This Location They Help Me Pack Up My Camera And Ipad On The 411 But The Items Was Lost From The Store To The Ups Truck I Called Ups And They Say The Claim Have Been Approved And This I Should Go Back To The Store And Their Supposed To Give Me A Form To Fill Out The Guy Told Me The Investigation Takes 3Months While Ups Customer Service Approves It Less Then 5 Days Anyone Can Help With This Total Lost Value Is 250000,Sin Dato,0X808F7D9E508E64C50Xebbe9E2Ad3Ee45F
Diego Aguilar,1,There Is Not Restroom,Sin Dato,0X808F7E23E93C9D7B0X15Ff104A3Fa20Cb
Patrick Dullea,1,Has No Parking Parking Lot Is For Police Station Onlyparking Tickets,Sin Dato,0X808F7E80709Edc4F0Xfbb936Dc45Bd9B4
Cynthia Walker,1,Sin Dato,Sin Dato,0X808F7F2495Cc377D0X74Cfb58239905E7
Jose Hernandez,1,Sin Dato,Sin Dato,0X808F7Fa4Dbf4022F0Xbfc4F1625D167B4
Josue Mendez,1,Current Resident For Over 2 Years Great People At The Leasing Office Only Issue Here At Summer House Is Parking They Dont Have Assigned Parking Space For Tenants They Recently Took Away Parking Spaces And Made It Into Emergency Zone Area On Top Of All Of This Issues They Started To Give Out 24Hr Parking Permits Just Wanted To Share This With Future Residents Specially If You Work Late Like Me I Hope They See This Review And Decide To Take Actions Regarding This Matter,Time 1537289438385 Text Josue Thank You For Reaching Out Were Happy To Know That Youve Enjoyed Your Time At Our Community And Appreciate That Youve Mentioned Concerns Of Your Own We Understand Your Frustration And Want To Assure You That Were Working On A Solution When You Have A Moment Please Visit Our Office To Go Over Your Review In More Detail Resident Happiness Is Important To Us And We Look Forward To Continuing To Provide You With A Great Living Experience,0X808F80Df1C7D8Be30X9029D8150390492
Dhp Tv,1,Sin Dato,Sin Dato,0X808F85Ff8A6B31710Xbaacf390Afaf07C
Rob Escobar,1,Sin Dato,Sin Dato,0X808F86A45A4E3C650X570F24529932Bbe
Melissa Inocencio,1,Kinda Run Down From When It Used To Be Called Mels Bowling Alley ,Sin Dato,0X808F86A45A4E3C650X570F24529932Bbe
Kathy Pavlofsky,1,Dirty Dark Unprofessional Management,Sin Dato,0X808F86A45A4E3C650X570F24529932Bbe
Ammar Alammari,1,Sin Dato,Sin Dato,0X808F86E32Bb480670X2Add57Adaa66615
Ro Winston,1,Got No Help With The People At The Oakland Store While Trying To Get A Warranty Replacement For My Father In Lawmy Father Who Is Disabled Purchased A Matress 2 Years Ago With A 5 Year Warranty After 2 Years The Mattress Caved In On The Left Side Causing Him To Slip Off The Bed And Cut His Head Openhe Was Refused The Warranty Because Of The Blood Stain That Was Caused By His Fallthen Was Given The Run Around From Art Who Is The District Manager At The Emeryville Store And Refused To Give Me His Supervisor Info And Continued To Send Us Back To Customer Service Where We Startedbe Cautious Of Them When Buying The Matress And Warranty As They Tried There Best To Not Replace It,Time 1600362258413 Text Oak Mattress Firm,0X808F8755A3Ca8Cbd0X2816742E3B03Ef1
Hello Kemi,1,Horrible Service And Stole My Money,Sin Dato,0X808F8755A3Ca8Cbd0X2816742E3B03Ef1
Jose Cochula,1,Way Overpriced Overcrowded,Sin Dato,0X808F8F96A48617810X700C1202Cefb058
Justin Libay,1,Sin Dato,Sin Dato,0X808F8F96A48617810X700C1202Cefb058
Michelle Uribe Mesha,1,No Parking,Sin Dato,0X808F8F96A48617810X700C1202Cefb058
Bryan Cutkelvin,1,Went At 1 In The Afternoon And They Were Closed,Sin Dato,0X808F8Fbfef2C2Ae70Xdd9Cff20Ba50100
Dennis Larson,1,This Place Is A Scam They Have The Model Number Of My Machine Send Me All The Wrong Parts Then They Give Me A Bad Time About Returning Them Like Im Try To Scam Them Now I Cant Use My Breathing Machine And Im Out 145 Dollars How Do People Like This Stay In Business,Sin Dato,0X808F8Ff652Db982B0Xb9C89Fbfdee6Cdf
Moises Cruz Jauregui,1,Horrible Service They Only Want Your Money The Are Full Of Excuses To Not Do They Job If You Need Services From Them I Would Recommend You To Record The Actual Conversation And Write Down Everything,Time 1558040920223 Text We Want To Better Understand The Concern You Are Describing Please Send Your Full Name Phone Number And The Best Time To Reach You To Customercareonlineapriacom In Your Email Include Reference Number 665264,0X808F8Ff652Db982B0Xb9C89Fbfdee6Cdf
Michaela Duphay,1,I Used To Work Here  The Boss Fired Ppl And Never Told Them Why  They Have Rats And Roaches And Half The Food In The Cold Food Is All Expried And Rotten  The Onwer Doesnt Care About His Employees He Call Them Lazy And Stuff But Yet He Barley Does Anything  Im Glad I Got Let Go Beacuse I Was A Good Employee I Worked Graveyard  And I Came All The Way From Oakland To Hayward ,Sin Dato,0X808F9112Aca238Fd0X16Ed609De0B6C00
Ihsan Shagiwal,1,Keep Away If You Dont Want To Waste Your Money And Time Bus Was Supposed To Come 2 Hours Ago And Customers Are Still Waiting The Customer Service Representative Is Rude Instead Of Apologizing She Even Started Bullying I Threw The Tkt Away And Left The Bus Station With A Worst Experience Ever,Sin Dato,0X808F91636Ab0D1Ff0X3Bcbd7Cfa8D3B42
Hijinio Esqueda,1,Sin Dato,Sin Dato,0X808F91636Ab0D1Ff0X3Bcbd7Cfa8D3B42
El Geras,1,Translated By Google Ligh Original Ligh,Sin Dato,0X808F94160Fac859F0X903F0D3B5C6F645
Arjun,1,Sin Dato,Sin Dato,0X808F95E9582910050Xf4E150D06A2488F
Urjit Khadilkar,1,Sin Dato,Sin Dato,0X808F98D526A66C390X97506F434C88365
Suntha Lucas,1,This Place Was Messy And Clothes Racks Appeared More Like Second Hand Clothing Didnt Like This Ross At All,Sin Dato,0X808F9Ef1525Cba3F0X2873C70F8274563
Dora Martinez,1,Translated By Google Why The Clothes Are Of Poor Quality Original Por Que La Ropa Esta De Mala Calidad,Sin Dato,0X808F9Ef1525Cba3F0X2873C70F8274563
Henry Guillermo Choc,1,Nice,Sin Dato,0X808F9Ef1525Cba3F0X2873C70F8274563
Rohan Harrison,1,Food Was Stale Meat Was Rubbery And There Was A 30M Wait For A Simple Steak And Rice Dish They Didnt Tell Us How Long The Wait Was Until After The Order Was In The Salsa Verde Was Extremely Watery And Tasteless Just Tasted Like Green Salty Water With A Hint Of Pesto They Do Not Communicate Well They Took Almost 7 Minutes To Even Acknowledge Our Presence When We Were The Only Customers In The Shop Standing Right In Front Of The Register While They Were Across From Us I Am Appalled At How High The Ratings Are On Other Platforms With Such Pitiful Service And Below Average Food I Feel Like They Are Paying For These Reviews Or There Is A Completely Different Chef From Who We Had,Time 1601561262685 Text Hello Rohan We Will Consider These Words We Are Sorry To Hear That You Werent Satisfied With Your Experience Your Feedback Is Essential To Usnhave A Nice Daynmanagement Team,0X808F9Febc381Cb3B0Xa1E7D42E098A3Ca
Brittany Goodwin,1,Sin Dato,Time 1551138871711 Text Brittany Thank You For Taking The Time To Rate Us On Google Please Let Us Know What We Can Do To Improve By Emailing Us At Infooilchangerscom Or Calling Us At 18006402405 Thank You,0X808Fa217Cd65Fa430Xf9286E5Ba1Bd065
Alex M,1,Ive Been Getting My Hair Cut Here Most Of My Life And It Used To Be Great But A Couple Years Ago They Changed Management And Started Hiring People Who Dont Know What Theyre Doing While Increasing Prices,Sin Dato,0X808Fb09B790199730X7E39Eda90B07692
Timothy Gonterman Timmyg,1,Sin Dato,Time 1476364505352 Text Thank You So Much Timothy For Taking The Time To Share Your 5 Star Review With A Wireless Online We Are So Glad That You Had A Positive Experience Please Tell Your Friends About Our Products And Services We Would Love To See You Again Soon,0X808Fb57E1Adfeef90X143Eb92Ec037159
Kevin Mclain,1,Sin Dato,Time 1572905729734 Text Hello Kevin  We Would Love To Know What We Can Do To Improve Your Customer Experience If There Are More Details You Would Like To Share With Our Corporate Team Please Email Wecarevictracom Or Call Us At 8002793550 We Hope To Hear From You Soon,0X808Fb57E1Adfeef90X143Eb92Ec037159
Srivas Venkatesh,1,Sin Dato,Sin Dato,0X808Fb5E59A0B7Bd90Xaa8B0496Ab232Ec
Hc Peng,1,Sin Dato,Sin Dato,0X808Fb73161D008C90Xf1Ccd9Ca251Ef04
Benjamin Clark,1,As Another Reviewer Noted The Sign Out Front Lists Cash Price Credit Price Was 20 Cents Higher This Is Deceptive,Time 1572213140648 Text Sorry But City Will Not Allow Us To Have A Bigger Sign Couldnt Put Both Price On This Side But On Moffett Side Both Prices Are Displayed,0X808Fb7Ddc75A315B0Xedfc735F04613Ed
Jonathan E,1,The Front Sign Shows Cash Prices Not Credit There Are Cheap Little Sticker Letters With The Word Cash On The Nice Bright Digital Sign From A Distance This Is Very Deceptive My Review Is Not About The Tire Shop They Are The Best,Time 1572213307555 Text Sorry City Will Not Allow Us To Put A Bigger Sign Board But On Moffett Side Both Prices Are Displayed,0X808Fb7Ddc75A315B0Xedfc735F04613Ed
Rob Con,1,Not Going To Cut It Very Poor Pizza Try The Hayward Store,Sin Dato,0X808Fc65D38F253170X6689782249Ffc16
Robert A,1,This Car Wash Seems As If It Is Not Maintained At All All 4 Of The Hose Tips Are Damaged Put A Sign Asking People To Put Back The Hose When They Are Done So People Dont Run Over Them I Assume They Forget To Put It Back I Spent 10 And I Moved The Dial To The Soap Wash Option There Was Absolutely No Soap Come On Seriously It Was Just Plain Water This Is Probably The Last Time I Will Go Here Been A Customer For 10 Years Needs More Maintenence By The Couple That Own This Place Doesnt Seem Like They Care About This Place Tldr This Car Wash Is Not Taken Care Of Things Dont Work Properly,Sin Dato,0X808Fc997E4E17Fff0Xf17F409552Fb783
Zen Shaman,1,Didnt Like Dealing With The Mean Nasty Old Man That Appears To Run This Thing Id Avoid This Place If I Were You,Sin Dato,0X808Fc997E4E17Fff0Xf17F409552Fb783
Rhonda Hesla,1,It Was One Of The Worst Ones I Have Been To 1St I Put My 400 And The Water Did Not Work I Guess I Should Have Realized That Moment When There Was No Brush Either Upon Moving To Another Spot I Put More Money In And That Was A Joke For Starters 1 Quarter For Few Sec And Then The Brush Would Squirt Out Soap That Was Not Foam Then I Have Soap All Over The Vehicle And Go To Cash In More Money And The Change Machine Stopped Working What A Nightmare I Will Never Return,Sin Dato,0X808Fc997E4E17Fff0Xf17F409552Fb783
Sy Jjj 푸름누나,1,Translated By Google The Rice Cakes Are Terrible On Holidays Original 명절엔 떡이 형편없어요,Sin Dato,0X808Fca6E9C538A6B0X507C7D9Db6121Aa
David Tran,1,Sin Dato,Sin Dato,0X808Fcb3393C8C5530X261718B56Dd0Dc2
April Driscoll,1,Sin Dato,Sin Dato,0X808Fcb3393C8C5530X261718B56Dd0Dc2
Maria Escalera,1,Translated By Google Very Slow Original Muy Lentos,Sin Dato,0X808Fcb3393C8C5530X261718B56Dd0Dc2
Guillermo Tellez,1,Sin Dato,Sin Dato,0X808Fcb3393C8C5530X261718B56Dd0Dc2
Felicia Zavala,1,Lady At Drive Threw Window Rude Af And Super Slow,Sin Dato,0X808Fcd03Fcd08D010X207A9Bbeb4E1408
Gracie Jurado,1,Home Town Buffett Is Filthy And Food Is Not Presentable Too Many Empty Trays Also,Sin Dato,0X808Fcda7Ee3E3Ad90X3720186D3754A03
Daniel Herrera,1,Sin Dato,Sin Dato,0X808Fcda7Ee3E3Ad90X3720186D3754A03
Tom Wei,1,Caution Never Go To This Place Worst Place To Take A Kid To Get A Haircut Whomever Cut My Sons Hair Yelled At My Son Because He Was Crying On Top Of That They Said The Haircut Was 10 And When We Got To The Register They Charged Us 15 She Said Because The Kids Was Crying,Sin Dato,0X808Fce942Db2A0690Xb5E224Ec0360A1B
Joab Hintsa,1,They Dont Help They Just Hurt,Sin Dato,0X808Fce945622209D0Xb799Afb84F9B69F
Thomas Smith,1,Never Used Them,Sin Dato,0X808Fcf3B03E97D070X7Cbaec79Ec6C088
Christine Roosa,1,Our Volleyball League Reserved The Courts For 2 Month Halfway Into Our Season They Closed And We Were Kicked Out We Dont K Ow What Happened This Business Is Closed,Sin Dato,0X808Fe0B428567C650X78Dc1Ecbe0157A3
Sm0K3 Avodroc,1,Is It Just Me Or Would You Have Thought That Pack Of Batteries Was 8 Dollars,Sin Dato,0X809009560Cd3E4B90X1D1996767566Bb6
Ralph Ingle,1,Not Worth The Time Or The Money Overrated,Sin Dato,0X80900C2C4801B58F0X3E44E5Eda180A96
Kori Mikado Thomas,1,Dirty Slow And Stupid People,Sin Dato,0X80900C2C4801B58F0X3E44E5Eda180A96
Harry Gill,1,Longest Wait Time Ever Seen In A Chase Branch Always  Customer Are Literally Leaving The Branch Looking At The Line Being So Long Zero Bankers Available Only 3 Tellers Walked In At 230 Pm And Its Now 255 Pm And I Still Dont Think Ill Be Getting Out Any Time Soon For A Quick Deposit And Withdraw  I Think I Need To Switch To Bank Of The West Too Now Lol,Sin Dato,0X80900C2C5Ca7E2990X5Cfed211F071Ed8
Norma Cachu,1,I Never Been There So I Wouldnt Know,Sin Dato,0X80900C70990562890X4D1A3E7756A98C5
Bruce Tokyo,1,Fast Talkn Sales Manager,Sin Dato,0X80900C70990562890X4D1A3E7756A98C5
Jamal Nelson,1,Food At This Location Is Nasty But Everyone Was Polite Food Need The Panda Flavor,Sin Dato,0X809012A8C2Dc25F70X97F732A1F3Dfb64
Quiton Hernan,1,Their Workplace The Worst Place To Come And Pick Some Food People Dont Know How To Handle Business,Sin Dato,0X809012A8C2Dc25F70X97F732A1F3Dfb64
Manbir Dhaliwal,1,Sin Dato,Sin Dato,0X80901345Ee9A89C90X282Ec9206Fd2F33
Bryan Fitzhugh,1,Sin Dato,Sin Dato,0X80901345Ee9A89C90X282Ec9206Fd2F33
Mathew Burgees,1,Went There Today 110818 And There Was A Sign On The Thing That Said Close Until Pending Further Notice So Im Just Trying To Save Everyone Some Time,Sin Dato,0X80903D235E5B611B0X52B75D196A394E0
Liz Mkd,1,I Got There And They Told Me To Wait My 1 Yr Old Need It Some Blood Work And The Lady Told Me To Tell My Son To Be Silent Lhe Wasnt Loud The Elderly Lady That Was Waiting Told Me It Was Fine That She Knew How Kids Arethey Are Slow ,Time 1609257840067 Text We Apologize If This Was You And Your Sons Experience Liz And Thank You For Bringing This To Our Attention We Will Be Forwarding This To Our Leadership Team In The Region For A Followup With Our Staff,0X80903D48A50C1D590X3216F99Ef739945
Ann Poouahi,1,Bugs In My Food Jan 2017 Will Never Eat There Again Or Any Of Their Sister Restraunts,Sin Dato,0X809041Cb4Cf9D3990Xa58E8Bd007F9B04
Matthew Romero,1,Sin Dato,Sin Dato,0X809041Cb4Cf9D3990Xa58E8Bd007F9B04
Carl Wilson,1,Sin Dato,Sin Dato,0X8090445D2Ead57F50Xf3B8Bcbc410Cf68
Tosha Baker,1,Not The Place For Me Did Not Like The Food At All,Sin Dato,0X80909B6B8A598Ed10Xd5Fd5628Da83D6B
Jacqueline Whitecloud,1,I Spent 200 Years In This Place,Sin Dato,0X8090C46E3276Aadb0X7889Ddd95E5Fb72
John Atlas,1,Who Likes Jail I Guess Of Your Going Around The Corner And Stairing At A Line Of Your Moms Hotels Landing On Go To Jail Might Be A Reprieve But Then You Dont Get To Pass Go Ir Collect 200 And Thats Not Cool,Sin Dato,0X8090C46E3276Aadb0X7889Ddd95E5Fb72
Vincent Ramirez,1,Very Rarely Open When It Is Not Worth The Hype Dont Waste Your Precious Time Go To Columbia Instead,Sin Dato,0X8090C46E3276Aadb0X7889Ddd95E5Fb72
Melanie Rogers,1,Normally I Love This Place But My Last Experience Left A Lot To Be Desired I Went In To Get A Full Gel Set I Got Pressured Into A Pedicure Which Was Fine But When I Got The Mani I Specifically Asked For Acrylic And They Pressured And Pressured Me Into Getting The Dip Powder Set As Soon As She Started I Knew They Would Not Be Strong Enough I Voiced My Concern At Least 4 Separate Times To Which I Was Reassured They Would Last Longer Than Acrylic And Also Would Be Healthier Within 2 Days I Had A Nail Lift And Break Off I Called And Told Them About It And Was Told They Would Fix It When I Went In She Did An Extra Coat Of Dip On Each Nail And Fixed The One That Broke Off No Charge Which Was What I Expected However Another Day And A Half Went By And 4 More Nails Lifted And Fell Off Needless To Say I Was Upset I Called And Was Told They Again They Would Fix It This Time I Made Sure They Would Do The Acrylic Like I Originally Asked For Well I Went In Today Got The Set And Was Charged 40 Dollars For Their Mistake I Expected This To Be Fixed For Free As It Was Their Faulty Product And Work She Blamed It On My Nail Beds Even Though I Have Never Had An Acrylic Nail Fall Offever I Dont Think I Will Be Returning After This Very Disappointed Edit Its Been Six Days Since The New Set And 3 Nails Have Already Fallen Off I Am So Beyond Upset Do Not Go Here,Sin Dato,0X8090C5Ce3Affc94D0Xa0Abb35A7E8Ef63
Brian Wilson,1,Sin Dato,Sin Dato,0X8090Cf62B86C81270X4Df0D650129228F
Matthew Melville,1,Waited For Over An Hour Only Three Bankers Working Long Lines Everytime We Come Here Do Yourself A Favor And Switch To Another Bank,Sin Dato,0X80910649461649E10Xcdc36B591Abcd3B
Lexi Kareen,1,Terrible Wait Small Staff The Lines Are Always Horendous,Sin Dato,0X80910649461649E10Xcdc36B591Abcd3B
Hilmar Video,1,Worst Bank Ever Only 2 Tellers Big Lines Lots Of Others Employees Here Doing Nothing About Lines,Sin Dato,0X80910649461649E10Xcdc36B591Abcd3B
Crystal A,1,Disrespectful Staff And Does Not Take Responsibility For Mistakes She Makes,Sin Dato,0X809106598913E5710Xee7Cdf7B91D0C25
Nos Pumas,1,Sin Dato,Sin Dato,0X809107Ac41D870390X70C786Ab39Bc1F4
Carol League,1,There Is No Sears Store Or Repair Department In Merced Any Longer Sears Was Closed And The Building Is Being Demolished,Sin Dato,0X8091424C9C2Ac7Cd0X1C157Bbebfa81C2
William Contreras,1,Because I Set Up An Appointment So They Could Come And Work On Dryer Well I Waited All Day And Nobody Showed Up So I Tried To Call To Find Out What Happened When I Checked My Work Order On Line They Changed My Appt To Fry He Next Week Without Telling Me So I Called And Cancelled,Time 1578695265072 Text Hello William Thank You For Taking The Time To Leave Your Rating We Are Sorry To Hear That You Did Not Have A Positive Experience With Sears Repairs If You Need Further Assistance Please Email Us At Searsservicesearshccom With Your Name Address And Phone Number Associated With Your Account And Details On Repairs Thank You,0X8091424C9C2Ac7Cd0X1C157Bbebfa81C2
Andres Lopez,1,Translated By Google Because Asia Has A Poor Treatment And Abuse Customers Very Expensive Charging And Thus Be Able To Take The Cars To Later Rebenderlos Or If You Pay By Card They Charge 25 More That If A Robbery Original Porque Tiene Un Mal Trato Asia Los Clientes Y Abusan De El Cobrando Muy Caro Y Así Poder Que Darse Con Los Carros Para Luego Poder Rebenderlos O Si Pagas Con Tarjeta Te Cobran El 25 Más Eso Si Es Un Robo,Sin Dato,0X8091E3A3E0C71E610X51Ca7221Dcd7898
Curtis Twing Lyrethar,1,Super Slow To Load,Sin Dato,0X8093922154Fd65070Xbf92E6040726Ad3
Mexicano En Usa,1,Sin Dato,Sin Dato,0X8094239D0E94Ad3B0X14A0Eb85Cb8D1F8
Jessica Smith,1,Sin Dato,Time 1619282284341 Text Hi Jessica Were Sorry If Your Recent Visit To Cafe Rio Didnt Meet Your Expectations If Youd Like To Share Any Details Of Your Experience Kindly Email Us At Socialcaferiocom Thank You,0X8094429F914Da6C70X8021307Cf57A3B4
Retired Xfire,1,Wierd People Shop There,Sin Dato,0X80945B93Bc64567D0X7605C6Edb4045D1
Anne Townsend,1,Sin Dato,Sin Dato,0X80945B93Bc64567D0X7605C6Edb4045D1
Otaku Fanboy,1,They Dont Know How To Process Printed Promotional Offers With Instructions Clearly On Them When Making A Purchase With Walmart Credit Card Its Happened More Than A Few Times Now I Waited 20 Minutes For The 5Th Individual To Finally Come Out And Do It Right With Perishables In My Basket When The First 4 Didnt Know What To Do,Sin Dato,0X80945B93Bc64567D0X7605C6Edb4045D1
Bob Judkins,1,Cant Sale Fishing License Machine Broken Maybe Today Or Tomorrow Great Job Walmart ,Sin Dato,0X80945B93Bc64567D0X7605C6Edb4045D1
William Wilkinson,1,This Place Is Unbelievable  Mindless Employees Waste Of Time Going Here,Sin Dato,0X80945D43C6E7E1550Xfaaed56Cd9Ef07F
Adriana Campos,1,It Was Ok For A Bite If Your Super Hungry Burnt Muffin,Sin Dato,0X80945E208124C7690Xbbabcd42Eda444F
Bon Bonn,1,When We Arrived The Person Attending Us Was A Bald Man We Were Sent To The Back Tables Next To The Restroom Even Though There Was Tables Unoccupied Throughout U The Establishment We Were Told To Seat Ourselves The Table Was Dirty We Were Expecting 4 People And He Took Our Chairs He Was So Aggressive When Taking Them That The Waiter Told Him To Chill Before He Hurt Someone He Gave Us Utensils In A Bunch And Told Us To Grab Our Own While We Waited For The Rest Of Our Group The Waitress Gave Us Coffee But No Cream No Sugar We Were There For 20 Minutes And Noone Came To Check Up On Us We Were Basically Neglected Me And My Family Feel Discriminated Against Whether By Our Appearance Or Ethnicity This All Took Place Last Saturday And Im Still Very Upset I Am Hoping To Get An Apology For The Service Provided As A Business Woman I Know Success Comes From The Service Provided I Hope The Owner Of This Business Has A Talk With His Employees About How To Treat Customers,Sin Dato,0X80945E208124C7690Xbbabcd42Eda444F
Andrew Morris,1,Sin Dato,Sin Dato,0X80945E60F922Ab090X77B118Cb32404C8
Multiclassof2010,1,Called For A Quote And The Lady Just Hung Up On Me I Didnt Bother Calling Back Ifs Obvious They Didnt Want My Business,Sin Dato,0X80945Ee2Dd3Eb6070Xdd617B806Be45Aa
Martin Mendoza,1,Do Not Come Here Between 15 I Been Here Several Times In The Afternoon Theyre Always Short Staffed Long Wait Lines For The Teller And Bankers The Bank Lobby And Entrance Are Always Dirty Their Pens Have No Ink The Couches To Wait For The Bankers Are Filthy And Ive Ran Into Some Really Smelly Customers Inside,Sin Dato,0X80945Efc8C38Af4F0Xcdc9015D34B0Caa
Mike Scott,1,Standing Here With A Line To The Door And Only Two Tellers Helping People Multiple Tellers In The Back And Multiple Windows Empty Ridiculous,Sin Dato,0X80945Efc8C38Af4F0Xcdc9015D34B0Caa
Earl Rodriguez,1,Im A Chase Account Holder And Im So Tired Of This Branches Games For Those Of You Considering Banking Here Dont,Sin Dato,0X80945Efc8C38Af4F0Xcdc9015D34B0Caa
Al Leanos,1,Terrible Place To Take Your Car For Servicetook My Car In Today For A Door Latch Repair The Guy That Worked On My Car Had No Idea Of What He Was Doingin The Span Of 3Hours He Managed To Pretty Much Gut Out My Doorbroke The Door Latch That Took Forever To Find Because Of The Rareness Of Car Broke My Lock Cylinder Told Me It Was Done Had Spare Bolts Left What The Hellregulator Was Put On Wrong Rubber Trim For Window Was All Messed Upi Didnt Pay For Work Obvious Reasonsi Need To Replace The Latch He Brokenever Ever Will Go Back Again,Sin Dato,0X809460B6Efdffcc10X431017A1059Eca3
Sally Rocha,1,No Room Service Cost To Much For Condition Of Rooms,Sin Dato,0X8094677D77884Bb10X9D91593A54127Fd
Amber Bermudez,1,Supervisors Do Not Speak English,Sin Dato,0X8094F3828D90230F0X793Aa66335Aa48E
Anna Lezama,1,Sin Dato,Sin Dato,0X8095261D150Efef70X528C613Dad11Cba
Mary Dillihunt,1,Sin Dato,Sin Dato,0X8095261D150Efef70X528C613Dad11Cba
Jennifer Jones,1,Waited In The Drivethru For 35 Min,Sin Dato,0X8095261D150Efef70X528C613Dad11Cba
Deborah Nunnelley,1,Sin Dato,Sin Dato,0X8095261D150Efef70X528C613Dad11Cba
Jeremy E21,1,This Chruch Pulls So Much Money That Big Building They Put Up Is Using So Much Money We Have No Place For The Needy And Homeless In Visalia But We Have Plenty Of Religious Buildings Not Paying Property Taxes,Sin Dato,0X809528E9F5Cfdc730Xd65Af78629A2E67
David Delear,1,Sin Dato,Sin Dato,0X80960Db6339125D90Xf4C283Cab44Eb52
Nana,1,The Worker Here Is Incredibly Rude And Obnoxious The Prices Here Are Absurd Also He Wouldnt Open The Bathroom Maybe That Was A Blessing In Disguise Judging By How Dirty Everything Here Is Theres A Shell A One Minute Drive Down The Street With The Same Price And Nicer Workers,Sin Dato,0X80960Db6339125D90Xf4C283Cab44Eb52
Brendan Lockamy,1,Sin Dato,Time 1508771517647 Text Thank You For Your Feedback Brendan If You Have More Details To Share With Us On How We Can Be Better And Make Your Next Visit 5 Stars Please Email Our Corporate Team At Customerfeedbackvictracom,0X80998Fc77B0098810Xc8980Eb405Ad274
June Peneueta,1,When I Call The Store  It Automatically Hangs Up On Me,Sin Dato,0X809Aa0C992Afac010Xcd225124174Bb03
Allen Davis,1,Sin Dato,Sin Dato,0X809Abd19Fb8C2Bb50Xe304D6C79C0E350
Yolanda Coleman,1,Sin Dato,Sin Dato,0X809Ac54D05D108910X54F67E2A737244A
Steph Watkins,1,Sin Dato,Sin Dato,0X809Ac54D05D108910X54F67E2A737244A
Blanca Ortiz,1,Sin Dato,Sin Dato,0X809Ac56F6E37Ef830X4B3E42Df054Bc42
Hesham Kamel,1,Very Bad Service Dishonest Try To Charge 30 Dollars For A Box,Time 1617118567260 Text As The Cost Of Doing Business In California Keeps Rising We Must Increase Our Costs Down To The Customer As This Is How Retail Works I Am Not In Any Way Happy To Keep Raising The Cost Of Doing Business In My Products Or Services But We Are Inundated Daily With Some California Government Entity Taking More Money From Us To Continue Doing Business So We Then Have To Pass The Costs Down To The Consumer In Order To Pay For Our Employees And All Of The Other Daily Costs That Are Connected With Running A Business The Box You Described Was A Specialty Box That We Carry To Help You Get Your Oversized Product Packaged For Shipment I Am Sorry We Were Unable To Help You Navigate To A Happy Ending However We Did Spend A Long Time Trying To Accommodate Your Needs And We Were Unable To Get A Resolve And For That I Am Sorry I Hope You Can Understand We Are In The Same Boat As You And Give Us Another Chance,0X809Ac76B163Ac0C90X1331A24F4C20A09
